age,employment_tenure,avg_monthly_income,savings_balance,monthly_spend_ratio,num_past_defaults,late_payments_6m,bureau_score,avg_daily_balance,txn_count_3m,loan_amount,loan_term,purpose,household_size,label
25,4,62306,0,0.20201080211216446,0,1,664,0,43,50000,12,business,1,1
33,2,53240,0,0.5135442642961602,0,1,680,0,59,100000,12,education,5,1
51,0,9841,25509,0.5529813300568487,0,0,608,17415,54,100000,36,home,1,1
69,9,32886,57611,0.0511870316055881,1,0,695,59945,49,500000,24,home,1,1
24,3,38565,50150,0.21287690819045071,0,0,657,51194,56,500000,36,education,1,1
29,7,20087,98584,0.5219623484162424,0,1,589,122912,41,1000000,60,home,3,0
46,7,48204,39420,0.17687220752809388,0,0,648,43273,43,100000,60,car,4,1
64,3,41245,66884,0.2780461435364915,0,0,751,17838,55,50000,24,education,1,1
45,4,14788,74879,0.0936669874590107,1,0,766,55890,46,100000,60,education,2,1
34,8,48518,82364,0.23656956801437495,0,0,645,118761,43,100000,24,business,3,1
67,5,44826,31807,0.21833670901522184,0,0,642,14730,47,100000,12,business,3,1
66,8,41671,165031,0.6739846807631189,0,0,682,107444,51,500000,60,business,5,1
31,5,49743,55902,0.2256680077945272,0,0,650,9002,61,200000,12,business,1,1
62,11,48806,5618,0.06751038929887894,1,0,668,6053,57,50000,36,education,4,1
49,0,24710,72563,0.7804450106730342,0,1,636,59336,40,100000,60,home,4,0
42,5,40785,96539,0.20751513862015228,0,0,727,139607,56,200000,12,car,3,1
47,3,41739,26416,0.36892929324505075,0,0,670,14113,54,500000,24,home,5,1
25,2,7966,35988,0.17841710842866781,0,0,560,45458,50,500000,60,personal,2,0
24,2,46328,43338,0.41817087407401504,0,1,693,47649,53,100000,60,education,5,1
50,12,39378,37135,0.08819238391782999,0,0,632,53468,42,500000,12,business,3,1
47,5,51097,43088,0.3285077024313843,0,0,559,33941,71,50000,12,education,3,1
29,3,29496,24028,0.42863015004099503,0,0,623,35089,62,200000,24,home,4,1
43,5,28190,18549,0.33731816342524545,2,0,614,21972,56,200000,12,personal,3,1
38,4,60305,108987,0.31620086391219376,0,0,636,68385,51,50000,24,business,5,1
38,8,23292,59066,0.19311912758514718,0,0,795,64327,42,200000,36,car,2,1
38,2,48133,48601,0.5557138320481018,0,0,542,5268,44,200000,60,home,4,1
39,6,60133,23510,0.19440223693630695,0,0,583,31965,44,50000,12,personal,3,1
61,4,44206,73340,0.27539726867123654,0,1,623,13971,39,200000,36,home,5,1
60,2,50907,49110,0.30290982544563233,1,0,706,60500,47,100000,36,car,3,1
51,1,44885,79059,0.19156211412125873,0,0,639,81675,48,200000,36,car,4,1
48,3,58485,63149,0.1667561213163485,0,1,684,57215,54,100000,24,business,5,1
57,9,52836,0,0.3353193780143551,0,1,673,0,42,100000,24,education,4,1
35,2,32408,34161,0.13346097682322078,0,2,564,50745,54,200000,60,education,1,0
63,7,19605,117253,0.30363051273424707,0,0,598,110080,49,100000,24,car,4,1
49,4,82627,127378,0.38380451324819576,0,0,623,178426,61,100000,12,education,1,1
53,6,53502,0,0.1350379088399913,1,0,732,0,49,100000,60,home,1,1
47,7,23856,0,0.05824611424646841,0,0,542,0,41,50000,12,business,4,1
52,7,63172,8690,0.16132256219508737,1,0,553,5528,45,50000,36,education,1,1
63,1,48422,0,0.3112741334536776,0,0,697,0,53,200000,60,car,5,1
65,4,41824,57869,0.0573597740471743,1,0,634,32033,55,200000,60,personal,3,1
59,1,21730,0,0.16960230181970837,0,0,603,0,45,200000,24,business,2,1
26,2,53381,0,0.34099198438614603,0,0,675,0,38,500000,24,car,1,1
53,2,50431,125432,0.1136793571500542,0,0,687,96626,57,50000,60,education,1,1
26,9,5000,71352,0.7599920883537142,1,0,625,71271,50,500000,36,business,4,0
32,9,36406,81968,0.42344954618383296,0,0,652,101761,54,100000,36,home,4,1
57,6,37957,129206,0.29934378516054727,0,1,608,64916,46,200000,12,car,2,1
67,6,40435,5768,0.47819734372204237,0,0,654,5641,54,50000,24,car,4,1
41,1,31218,125574,0.168853293314319,0,1,654,19107,42,200000,60,car,1,0
41,0,31145,85200,0.05,0,1,708,8719,44,50000,24,home,3,1
39,9,23572,1842,0.3624195851171269,0,0,707,714,49,200000,36,car,1,1
45,4,57927,2284,0.5320423058368686,0,0,673,2996,50,200000,60,personal,5,1
46,6,20647,77138,0.29255725314952263,0,0,633,88264,62,50000,36,personal,1,1
22,3,55134,26870,0.20064594819036705,1,1,651,17055,51,100000,24,business,2,1
45,5,27592,19885,0.4901251129891413,0,0,684,20170,48,100000,12,car,4,1
39,6,39807,71855,0.4637016969430947,0,0,722,80271,53,100000,24,car,1,1
51,1,35466,101612,0.35554648824214086,0,0,552,70811,45,200000,12,car,5,1
32,9,26964,0,0.3152596806746518,0,1,602,0,46,50000,60,business,4,1
32,7,53057,29117,0.35499635813180974,0,1,583,20251,52,100000,36,business,1,1
35,4,51888,0,0.4319664983014986,0,0,656,0,62,100000,36,home,4,1
36,7,43282,88175,0.1905843064075203,2,0,669,65422,55,50000,36,car,4,1
54,5,43037,82259,0.3899378466093971,0,1,563,84289,48,50000,60,education,1,1
44,3,21587,51752,0.2888917793950941,0,0,630,32107,60,500000,12,personal,3,0
45,6,48955,0,0.36400751478999455,0,0,549,0,46,50000,60,education,4,1
62,3,31449,0,0.3256440362727018,0,1,702,0,49,100000,12,education,4,1
51,6,42704,40681,0.22832384627632551,0,1,683,10932,46,100000,12,personal,5,1
29,11,64859,0,0.4069473691408087,0,0,743,0,58,500000,36,home,4,1
47,4,24333,22638,0.09911410547508297,0,0,528,9750,35,200000,36,education,4,0
25,4,40045,8260,0.2801321323402924,0,0,680,4079,39,50000,36,business,1,1
38,0,32687,35318,0.20799764399610343,0,0,657,26843,46,500000,36,personal,1,1
59,4,28025,116194,0.2812118501092313,0,0,739,20856,55,100000,12,business,5,1
31,8,54889,18268,0.5772781671394783,1,0,622,3263,58,50000,36,education,2,1
39,6,30782,92445,0.15002112174338114,0,0,724,47672,39,200000,12,home,1,1
27,5,59301,80178,0.08901572173280478,0,0,665,8696,48,200000,36,home,5,1
43,1,61678,88484,0.12674462911196374,0,0,727,96065,41,200000,12,car,2,1
49,4,57748,63469,0.1213503680869118,0,1,586,58702,46,50000,24,education,1,1
26,10,26484,0,0.5483395757973873,0,0,679,0,45,200000,24,home,4,1
43,0,51768,86343,0.5886342514632112,1,0,619,49621,52,50000,12,education,5,1
32,8,60188,53532,0.16286091216323076,0,2,604,20046,51,200000,36,home,3,1
21,0,22139,55375,0.10659742052857113,0,0,615,20040,42,200000,36,education,2,0
68,7,28478,0,0.3948065545312265,2,0,549,0,58,200000,12,home,3,1
47,7,5000,571,0.1581261321090529,0,0,699,78,48,50000,12,business,2,1
50,1,57764,67466,0.4351742808785431,0,0,627,89577,52,100000,36,education,5,1
44,5,36475,42436,0.20031368673257277,0,0,605,24368,41,100000,60,personal,2,1
60,6,39216,65812,0.2710223536665021,0,0,594,68081,34,100000,60,car,2,1
60,5,54586,18215,0.10386507651847873,1,1,706,16901,60,50000,24,home,2,1
65,3,63574,100345,0.4392504683079856,0,0,659,93456,45,50000,36,home,2,1
33,3,56455,116265,0.3698110356673158,0,0,747,140211,50,100000,24,education,1,1
49,7,53540,41682,0.3038028274795411,0,0,646,50376,49,50000,24,business,3,1
41,6,25302,73809,0.6800487036148603,0,1,764,10599,60,50000,24,business,4,1
46,0,50236,0,0.5738382742321279,0,0,747,0,52,100000,36,car,3,1
22,9,39337,0,0.40000781719466805,0,1,585,0,53,50000,12,business,3,1
34,5,27573,42996,0.18606382840354851,0,0,666,28607,43,200000,36,personal,3,1
21,2,25652,28571,0.3843449366969314,0,1,672,35283,58,100000,60,home,3,1
65,0,38104,63185,0.27671714320739954,0,1,702,59454,53,100000,60,home,1,1
29,3,36044,54171,0.1161802062277181,0,0,727,80685,48,200000,60,education,1,1
54,0,34395,64296,0.14933860448932962,0,0,631,66641,52,100000,36,personal,2,0
42,4,48275,34122,0.05,0,0,690,47461,32,50000,24,car,2,1
51,5,44889,110485,0.13470992273437074,0,1,630,163147,45,100000,36,home,2,1
45,5,62152,0,0.29790595637565365,0,2,707,0,46,500000,12,business,5,1
49,8,74768,35832,0.33499671411215315,0,0,797,9686,46,50000,24,home,1,1
29,7,35954,0,0.3981336333938475,0,2,607,0,52,200000,12,car,5,1
48,5,38523,43990,0.21826903244771975,0,1,541,12207,53,100000,36,education,3,1
21,6,36203,21781,0.07024100573138763,0,0,608,17231,55,200000,24,business,3,1
57,3,43301,99452,0.27761333737171434,0,0,571,99496,52,200000,36,personal,1,1
22,5,22414,79735,0.20002045196098608,1,0,628,16658,38,100000,60,business,5,1
37,3,29807,0,0.2414328286265646,1,1,552,0,53,200000,12,education,1,1
44,7,51543,67280,0.5767678051112393,0,0,589,98957,42,100000,60,education,5,1
21,3,34101,24919,0.448955539555883,0,0,661,26807,51,50000,12,home,1,1
37,10,40939,67958,0.32588924839232475,1,1,724,26633,52,200000,24,personal,4,1
52,4,44150,46120,0.27649836558080193,1,0,654,6582,59,100000,12,car,5,1
67,6,45636,0,0.18461499718492308,0,0,606,0,38,200000,60,personal,5,1
68,0,28867,77696,0.23926568778315566,0,0,666,60332,63,200000,36,personal,1,1
59,1,38341,56350,0.14040963799774506,2,1,532,30510,31,100000,60,personal,4,0
27,3,20966,0,0.19306346170044272,0,0,735,0,50,100000,24,car,5,1
65,7,63059,0,0.29686022746887625,1,0,608,0,56,100000,24,home,3,1
69,3,37216,108828,0.42086371884684043,1,1,679,146239,44,100000,36,car,3,1
68,7,52041,85763,0.24765866988112337,0,0,657,94568,45,100000,12,education,1,1
33,8,58229,0,0.18595893081747386,0,0,588,0,53,100000,24,business,4,1
50,1,30698,40937,0.5417665785903518,0,0,719,49575,54,100000,60,business,5,1
59,5,45472,62971,0.27604975918461416,1,0,602,85505,46,500000,36,car,3,0
63,3,28476,115741,0.31345028776609785,0,1,743,23042,57,200000,24,education,1,1
68,4,17406,10900,0.3580475578170485,0,0,646,15431,48,50000,12,home,4,1
42,2,34747,0,0.3591138422050779,0,0,627,0,49,100000,24,education,2,1
36,0,58684,63521,0.08134205652162058,0,0,586,11867,46,500000,12,car,2,1
32,6,33264,17304,0.16307062935564356,0,2,679,13854,55,50000,60,business,5,1
22,6,53763,0,0.5761606914687978,0,0,647,0,50,50000,36,personal,5,1
68,10,46641,21902,0.319091913355001,0,0,661,24313,46,100000,36,car,3,1
29,6,38091,118390,0.05,0,1,746,33721,57,200000,24,education,5,1
32,7,45095,70695,0.2954566412079415,0,0,658,91355,53,50000,36,home,1,1
52,2,43505,15654,0.1599484179696177,1,1,700,10690,59,50000,36,business,1,1
44,6,63963,65263,0.5517169869923617,0,0,689,83130,52,100000,12,home,5,1
65,3,38157,72921,0.5149992063298001,0,0,706,107709,46,200000,24,home,5,1
25,2,24634,68756,0.1637674482805664,1,0,633,75734,53,50000,60,home,5,0
31,8,35991,50224,0.2628379991421877,0,0,618,5833,48,100000,12,education,3,1
48,9,69748,61301,0.1290457721192652,0,0,629,35203,52,200000,24,education,1,1
53,3,57259,0,0.10534941694003576,1,0,613,0,48,50000,60,education,5,1
40,8,33451,47696,0.08618177461226845,0,0,582,8869,57,100000,36,education,3,1
57,11,61146,58884,0.24892209744142876,0,0,642,69659,50,200000,60,business,5,1
68,7,33804,51124,0.34354207502303247,0,0,661,75192,54,100000,60,education,1,0
26,0,58539,71832,0.2605480070208287,0,1,484,38839,59,200000,60,home,4,0
21,8,29443,0,0.08155048511373442,0,1,606,0,46,100000,60,business,4,1
30,3,11971,55016,0.38140505489486937,0,0,690,46543,50,50000,12,car,3,1
23,3,21762,6899,0.2022155680768844,1,0,639,3060,52,100000,24,home,2,1
35,0,52526,0,0.6080381949271015,0,0,571,0,47,50000,36,personal,1,1
64,8,28876,35035,0.24083589618789475,0,2,642,12677,54,50000,36,education,2,1
28,8,13189,52987,0.24976199690577558,0,0,606,8200,43,200000,24,car,1,1
32,9,40647,52028,0.3251029646007508,0,0,644,65511,50,100000,60,education,5,1
26,7,55454,0,0.10893920071482494,0,1,613,0,42,100000,36,education,4,1
67,4,62751,76316,0.34555944842828334,0,1,667,95546,58,200000,24,home,3,1
46,2,48242,27633,0.12983544757493168,0,0,619,32497,48,100000,12,home,5,1
25,3,23865,64559,0.23248896801681723,0,0,634,88415,59,50000,24,education,2,1
63,0,29259,85705,0.10778204371638207,0,0,697,17078,48,100000,60,personal,5,1
49,6,40248,54784,0.25455434866271615,0,1,640,34559,54,200000,60,home,1,1
65,3,20632,32099,0.153835094500361,0,0,705,39991,53,50000,36,home,5,1
38,6,47097,114582,0.35784312825100534,0,1,540,160691,45,50000,24,business,5,1
28,7,31118,17603,0.25131795211740937,0,1,696,8455,50,100000,24,home,2,1
58,4,50185,0,0.35282699434096043,0,0,648,0,52,200000,12,business,4,1
50,5,41975,72545,0.35631002335677875,0,0,594,87674,46,100000,60,education,1,1
44,7,51710,67101,0.32418587479460365,0,0,616,94510,46,50000,36,personal,1,1
64,7,40694,0,0.1001308749528886,0,1,566,0,50,1000000,24,car,4,0
47,1,21315,46662,0.3642855791680013,0,2,662,62486,49,100000,36,personal,4,1
55,4,62240,74469,0.19259806503906457,0,0,608,78139,50,100000,36,car,3,1
60,4,52042,67139,0.569005051861153,0,0,660,93039,41,50000,12,home,5,1
21,5,22005,14128,0.23822181371179668,0,0,629,3445,52,100000,60,home,3,1
46,7,41365,75073,0.10149199843441936,0,0,678,37270,52,50000,60,personal,3,1
67,6,28148,60248,0.5195146209433551,0,0,699,47374,53,50000,12,home,3,1
41,5,32731,0,0.5304393552637002,0,0,617,0,57,100000,12,business,1,1
34,6,41862,16325,0.14425235674465642,0,0,677,11047,41,100000,12,education,3,1
58,8,11817,57078,0.464072493566289,0,0,695,26934,40,100000,36,personal,1,1
41,4,30496,111622,0.5034294253498349,0,0,701,36484,39,200000,60,business,1,0
50,3,44272,34000,0.4472585357378408,0,2,686,10748,49,50000,12,personal,2,1
31,4,24853,0,0.3005384792418445,0,1,700,0,43,200000,36,personal,2,1
33,1,18097,38965,0.31578655253237564,0,0,667,19014,55,100000,60,home,5,0
38,3,58048,86371,0.13196856394415477,1,0,726,85661,46,1000000,36,home,4,0
58,5,70379,74252,0.08469513192000823,2,0,667,105811,39,50000,12,business,5,1
54,5,43441,0,0.28995221731850634,0,0,645,0,43,200000,36,business,4,1
59,9,32908,0,0.17561307389659808,0,0,675,0,50,100000,36,education,2,1
31,3,44850,52003,0.3551677272408834,0,0,580,23035,46,50000,60,car,1,1
66,10,12445,8464,0.09444828226626488,0,1,634,2168,45,100000,12,personal,3,1
43,3,18878,0,0.6286542851638167,0,0,602,0,48,100000,60,car,4,1
22,3,26204,8643,0.5153390704767655,0,0,570,7800,46,100000,60,education,2,1
44,5,27029,0,0.16370114970346158,0,0,651,0,54,100000,12,personal,5,1
24,7,28542,585,0.37351416109397473,0,0,782,150,48,50000,60,personal,2,1
45,7,33808,38085,0.2256715943247464,0,0,641,12711,45,100000,12,car,4,1
44,5,48913,38014,0.14135059527716104,0,0,628,6555,48,50000,24,business,4,1
57,8,47259,68493,0.08826007956309552,0,0,801,9928,43,100000,12,business,1,1
21,3,49561,103342,0.2993699614510641,0,0,540,41033,58,200000,24,personal,1,1
47,5,19469,91019,0.26303515533184785,0,0,663,119341,57,50000,60,education,2,1
67,2,34458,0,0.46949690715535725,0,0,651,0,40,100000,60,car,2,1
48,4,20882,129605,0.16045355311839662,0,0,707,165169,47,100000,24,car,5,1
56,5,28688,136680,0.3526702283602908,0,1,619,176258,57,100000,12,business,2,1
22,2,60260,8538,0.6019456370672572,0,0,721,12494,47,100000,36,education,1,1
24,13,28992,34280,0.4098786743272892,1,1,637,36513,51,500000,60,car,5,1
40,4,31831,74565,0.0896722565289755,0,1,546,91691,49,200000,12,home,3,1
52,6,40485,32689,0.29295212563846235,0,0,630,15229,42,1000000,24,business,3,0
60,3,13057,71212,0.5022954005525134,0,0,613,97277,57,50000,24,car,3,1
37,4,28571,107822,0.39646964802306645,0,0,690,155066,48,200000,24,car,4,1
45,6,60610,9699,0.34635136700103597,0,1,501,5858,56,500000,36,personal,3,0
37,6,45045,15688,0.4702118709483469,1,0,536,14254,47,100000,36,education,5,1
33,3,23930,33176,0.5716057829594605,0,0,580,41746,54,500000,36,personal,5,0
43,7,67815,1082,0.0639002870990061,0,0,588,661,45,100000,12,education,1,1
26,6,51091,0,0.5789383675934968,1,1,662,0,45,200000,36,education,4,1
68,4,46616,43862,0.23104376176586275,0,0,728,21318,53,200000,12,home,4,1
69,7,37366,122515,0.21235604421656096,0,0,593,22863,52,200000,60,business,1,1
26,4,63446,72621,0.25785605191187777,0,0,582,64067,50,100000,24,education,4,1
27,3,79919,20414,0.05,0,0,746,18746,46,50000,60,car,1,1
68,6,43687,81777,0.05,0,0,727,16157,52,500000,60,education,5,1
63,6,28871,0,0.3088848326803961,0,0,627,0,48,50000,60,business,3,1
37,5,19566,46150,0.582197522378036,0,0,645,33636,53,100000,60,home,2,1
24,4,23035,18642,0.31052688041447957,0,0,748,7386,49,100000,36,personal,3,1
37,3,20385,110172,0.253773246429922,0,0,646,46272,53,50000,24,personal,2,1
66,5,31900,15364,0.39008616666172613,0,0,598,9162,53,100000,36,business,3,1
67,6,11158,25377,0.28153611813265483,0,0,708,31602,57,100000,12,education,1,1
47,2,23481,0,0.24810471078721855,0,0,698,0,59,100000,36,car,3,1
28,6,56542,30093,0.05,0,0,643,6217,58,500000,60,home,2,0
66,0,77088,0,0.20468735804379956,0,1,682,0,46,100000,12,home,4,1
34,0,25091,0,0.13305796572358686,0,0,644,0,51,200000,24,education,3,1
24,3,7784,104999,0.4152346236818665,0,0,633,19290,61,50000,60,business,2,1
50,3,25578,65280,0.05328414653021906,0,0,632,33399,54,200000,12,education,4,1
66,5,24106,90947,0.11817247060923086,1,1,609,15024,46,50000,24,business,1,1
39,6,47973,0,0.172406664476289,0,0,655,0,50,100000,24,education,3,1
24,7,31694,38107,0.34767050878225375,0,0,618,53343,49,100000,36,education,3,1
65,7,18274,55241,0.2296828398535847,0,1,636,42699,49,100000,24,education,3,1
46,0,50840,75879,0.1745044997837859,0,0,578,66774,36,200000,36,education,3,1
49,8,38216,0,0.6585109932468071,1,0,781,0,47,50000,24,personal,5,1
46,3,44468,0,0.15860901151166273,0,0,712,0,54,50000,60,personal,4,1
22,8,35395,95097,0.12029128646889434,0,1,773,34216,53,200000,36,car,4,1
65,4,31631,60094,0.15529910897886232,0,0,567,25243,53,500000,36,personal,5,1
57,9,58646,12028,0.3701921478640116,0,1,513,2434,48,50000,24,home,3,1
49,7,36202,49809,0.23098434938100393,0,1,544,23169,48,200000,60,car,5,1
32,5,49029,122400,0.4280951438504929,0,0,616,151383,50,50000,36,home,2,1
59,0,16539,96460,0.21765071178969728,0,0,558,90902,54,200000,36,home,2,0
48,3,32077,78165,0.5338423202121485,0,0,722,79638,45,50000,60,personal,1,1
66,6,45493,0,0.48483122782096577,0,0,746,0,47,50000,24,personal,1,1
69,4,58421,8343,0.4225532514506493,1,0,647,6336,38,200000,12,car,1,1
58,1,59899,90216,0.06779040542609886,0,0,693,49854,48,100000,12,business,1,1
59,12,47416,0,0.480893447597654,0,0,580,0,40,100000,36,business,5,1
23,5,42351,28204,0.5785364041338026,0,1,681,26270,40,500000,36,personal,4,1
69,7,54058,33003,0.15350339215436465,0,0,756,32961,55,100000,24,education,4,1
48,2,57430,115600,0.11550437634975524,0,2,633,158639,47,50000,12,education,5,1
40,2,26362,97280,0.5606641000819734,3,1,643,38229,61,500000,36,home,5,0
48,2,44471,85321,0.46685838579048516,2,1,595,101682,62,200000,36,car,5,0
44,5,34698,28551,0.39892612053497406,0,1,677,28541,54,100000,36,education,2,1
21,4,36693,0,0.6776996762552586,0,0,703,0,62,200000,12,personal,5,1
50,6,20828,52825,0.410707200963513,0,1,654,78825,47,50000,24,home,4,1
31,6,69552,29820,0.40368576186349014,0,0,645,16249,58,200000,12,business,5,1
57,2,48152,53551,0.11071070843947156,0,1,685,49730,52,100000,36,home,1,1
29,3,40160,91025,0.08365732397106838,0,1,753,123620,43,200000,24,education,3,1
69,3,45382,73586,0.21855475506022226,0,0,698,39710,45,100000,12,business,4,1
62,2,67198,22174,0.05222307367892388,2,1,662,7916,46,50000,60,business,1,1
37,3,35188,80406,0.42503560877422875,0,0,698,53949,49,100000,12,personal,5,1
68,0,50148,62488,0.08614301265575394,2,1,597,37357,46,100000,12,personal,1,1
69,0,29012,81205,0.5738494372661491,0,1,631,28090,47,50000,36,business,1,1
59,5,53189,0,0.2293868502064636,0,0,653,0,53,200000,24,education,2,1
34,4,51911,42301,0.23473411091792454,0,1,647,8039,46,200000,24,car,1,1
31,2,48592,51934,0.2466202371352364,0,2,623,10618,54,500000,36,education,3,1
68,3,51510,102054,0.22436961585888154,0,0,515,128493,49,100000,12,business,4,1
33,0,43284,15489,0.10556178162160615,0,0,686,17056,54,50000,24,home,2,1
29,5,34504,109698,0.7258586912409223,0,0,666,103569,43,50000,24,home,1,1
63,3,44791,81925,0.15636445566889504,0,1,717,66318,50,200000,60,car,5,1
68,7,19223,35601,0.30761653880913886,0,0,628,20137,56,100000,60,business,4,1
35,11,49475,20873,0.07947027903519188,1,0,572,7559,40,200000,36,home,4,1
50,6,25024,54322,0.1775345104157629,0,0,575,30503,55,500000,60,car,4,1
56,7,37537,65024,0.20144206102753612,1,0,600,71977,46,50000,12,business,4,1
39,8,43696,32624,0.25691834844734285,0,1,549,13921,43,100000,36,education,3,1
60,7,47930,0,0.13015721538849534,0,1,587,0,49,200000,60,business,2,1
65,6,22556,62253,0.23199303567485918,0,1,660,85031,52,50000,12,education,4,1
40,1,29282,0,0.17588550973655798,0,0,699,0,56,100000,12,personal,1,1
25,4,23699,40491,0.23754456168030677,0,0,607,33515,58,100000,36,business,1,1
61,1,15807,130518,0.3610831914775096,0,0,590,55746,47,100000,60,car,2,0
52,5,39163,90108,0.3643580813074023,0,0,703,47947,58,200000,60,education,4,1
68,1,30783,52932,0.13901802131478194,0,0,601,46008,50,500000,24,home,3,0
53,6,28302,90899,0.21487024880298186,0,1,557,125667,57,500000,24,education,1,1
42,3,14115,137414,0.20840140574227997,0,0,805,145971,44,200000,12,home,2,1
48,1,39317,38462,0.09977804692821828,0,1,678,31863,55,100000,24,education,2,1
